"","year","month","site","lat","lon","type","T1","T1_noise","T2","T2_noise","T3","T3_noise","T4","T4_noise","W1","W1_noise","W2","W2_noise","W3","W3_noise","W4","W4_noise"
"26",2012,2,"AR-Vir",-28.2395,-56.1886,"ENF",1.01710143423919,1.02352177857685,0.818696942859197,0.799011913602109,1,1,0.880362444336285,0.870900065802891,0.757414078352906,0.761070016399764,0.811696202531646,0.808167594936709,0.549922500645828,0.547458513060245,0.975747911244396,0.98057037186326
"27",2012,3,"AR-Vir",-28.2395,-56.1886,"ENF",0.923635622972482,0.932365513921109,0.977214839707845,0.970180578317932,1,1,0.962383940160175,0.966820870193385,0.851266223185016,0.851266223185016,0.83473417721519,0.838032405063291,0.566571295495376,0.569037668088314,0.993908766589679,0.993516993300949
"28",2012,4,"AR-Vir",-28.2395,-56.1886,"ENF",0.736065815859327,0.725413965142733,0.955959956786904,0.949511675117609,1,1,0.999946447697251,0.999994398757952,0.936966026824703,0.936966026824703,0.975721518987342,0.973833164556962,0.695414267630365,0.693302566929345,0.994940220529487,1
"29",2012,5,"AR-Vir",-28.2395,-56.1886,"ENF",0.744356253178119,0.73371123315799,0.960776087898791,0.954558958437955,1,1,0.99999991428449,0.999910376449396,1.10490849977202,1.10490849977202,0.971493670886076,0.973424303797468,0.69070408825438,0.692847035810794,1,0.999561436731652
"30",2012,6,"AR-Vir",-28.2395,-56.1886,"ENF",0.572294747948814,0.562516577058813,0.836416757018909,0.828392642514371,1,1,0.977881380611215,0.975373507822644,4.83868669267508,4.83868669267508,0,0,0.737133705579362,0.739076488557768,0.966958285272862,0.966773532859312
"31",2012,7,"AR-Vir",-28.2395,-56.1886,"ENF",0.407858716151967,0.415277325031305,0.694567345640704,0.701266900476972,1,1,0.915604803800975,0.911645617015637,17.7208043812368,26.7602605955686,0,0,0.740048670258995,0.741977450507969,0.924949601514344,0.925087539978728
"32",2012,8,"AR-Vir",-28.2395,-56.1886,"ENF",0.782317030920447,0.792705112765488,0.980118920428122,0.984488177989146,1,1,0.998693889233411,0.999323754933041,22.965392751375,41.2857510887442,0.926025316455696,0.928410632911392,0.643807651595343,0.646109042567318,0.90933458278177,0.909592468448802
"33",2012,9,"AR-Vir",-28.2395,-56.1886,"ENF",0.787846159778105,0.798204541740202,0.982500821633693,0.986611974170417,1,1,0.998276273410474,0.999018686279162,-37.0676810547228,-37.0676810547228,0.910708860759494,0.913247341772152,0.629411982111838,0.631753183713307,0.87089617984098,0.871449331174098
"34",2012,10,"AR-Vir",-28.2395,-56.1886,"ENF",0.906392768195912,0.89710703320191,0.98780969698255,0.991890045321728,1,1,0.9705544708498,0.966450731505358,-34.7913941041544,-119.451524821672,0.922,0.919574430379747,0.639960918417196,0.637665074937815,0.89071360456865,0.894484589634924
"35",2012,11,"AR-Vir",-28.2395,-56.1886,"ENF",0.963214978973187,0.971102863119263,0.93457837530787,0.922367359747027,1,1,0.937186456814375,0.930814686666717,-37.0676810547228,-150.568683244299,0.840936708860759,0.837700506329114,0.571227316942273,0.568788507199032,0.890839596744924,0.8946121397435
"36",2012,12,"AR-Vir",-28.2395,-56.1886,"ENF",1.00771984577934,1.00074319751161,0.844935704692747,0.862616842491752,1,1,0.89291706725826,0.884090633912322,-43.1552509026217,-343.487210783952,0.879898734177215,0.877052151898734,0.60232015279055,0.599934334844383,0.993896534548635,0.998943408518576
"37",2002,2,"AT-Neu",47.11667,11.3175,"GRA",0.285018026519552,0.284387201170482,0.259820811082417,0.259502246977773,0.300205151998002,0.301199104474026,0.0943413306675553,0.0952664392148106,-0.358158352089803,-0.368056958673306,0,0,0.898633317503034,0.897723325150328,0.943409915551204,0.95038604813152
"38",2002,3,"AT-Neu",47.11667,11.3175,"GRA",0.376963685078153,0.375221551490351,0.305432992406364,0.304575215020278,0.328981502347652,0.32968769132018,0.213999435506633,0.21603685509235,0.807509254552479,0.810599013132616,0,0,0.841527894450758,0.840196417497201,0.843272842031551,0.848854988967121
"39",2002,4,"AT-Neu",47.11667,11.3175,"GRA",0.519195476360418,0.515724286831376,0.377043835239276,0.375227454235348,0.49863677987013,0.497646416067433,0.362313493300093,0.35901471547906,0.744742284131258,0.744742284131258,0,0,0.817924211132991,0.819416169587872,0.842290659103307,0.843261654122322
"40",2002,5,"AT-Neu",47.11667,11.3175,"GRA",0.86025708901237,0.854577049131453,0.608106663723587,0.60271448134414,0.741911314485515,0.738488205336663,0.663297953013179,0.658156709521711,0.926744910217521,0.925375446350755,0,0,0.73659169550173,0.738537063458678,0.780378772112687,0.781730950221707
"41",2002,6,"AT-Neu",47.11667,11.3175,"GRA",1.03870360408637,1.04290170820282,0.847442925994085,0.855412819874481,0.956764069430569,0.962335706128871,0.84581531894227,0.850914172981141,0.850979467682188,0.853498056488329,0.956967741935484,0.955139569892473,0.667032235321766,0.664818603677934,0.826795816824858,0.83214859080395
"42",2002,7,"AT-Neu",47.11667,11.3175,"GRA",1.03560377483453,1.03124501843967,0.841641157279078,0.833604224844487,1,1,0.842086167279412,0.836892411607429,0.973737730240117,0.97322138675335,0,0,0.761457634697071,0.763278376991392,0.804374479284579,0.8055789190795
"43",2002,8,"AT-Neu",47.11667,11.3175,"GRA",1.02193022745244,1.02638401866165,0.816906698169766,0.824809279263872,1,1,0.825980430730343,0.831166842159692,0.898699769261951,0.898699769261951,0,0,0.768744639552205,0.76697097805238,0.793555643671432,0.798445688687354
"44",2002,9,"AT-Neu",47.11667,11.3175,"GRA",0.792090684558424,0.797664027078857,0.548641982905756,0.5531191704204,0.740938228421578,0.74435160670979,0.60284132466477,0.607701713264812,0.862927863047128,0.862927863047128,0,0,0.848107569721116,0.84682131224982,0.790927405064149,0.795780862962425
"45",2002,10,"AT-Neu",47.11667,11.3175,"GRA",0.617078785550058,0.61258073680611,0.430854551442866,0.428249166892428,0.557333795254745,0.555756461298202,0.451462693296328,0.455419574802295,0.948369366610364,0.948369366610364,0,0,0.861014206987209,0.859819180480741,0.75425162051227,0.758594523074963
"46",2002,11,"AT-Neu",47.11667,11.3175,"GRA",0.465882191639291,0.468729761508077,0.349635574808436,0.351076243284171,0.500932400949051,0.501945720962537,0.310202431861508,0.307328005738149,-3.00768923161213,-2.78241537062756,0,0,0.908218228361154,0.909052572917706,0.72371750425958,0.725418538108809
"47",2002,12,"AT-Neu",47.11667,11.3175,"GRA",0.236150397139643,0.236054428609162,0.234668793181556,0.234618238337636,0.316453707592408,0.317285174512488,0.0166706310586191,0.0165044569724304,-0.156184383350319,-0.152619607456693,0,0,0.967888604717249,0.968199507088096,1,1
"48",2003,7,"AT-Neu",47.11667,11.3175,"GRA",0.981162261093088,0.975517741258865,0.823506828040116,0.815530863571438,0.915761657842158,0.91060004525974,0.830314886181886,0.835484834362194,0.921251598554953,0.922690418267175,0.995677419354839,0.994236344086022,0.71762673296532,0.715606052775001,0.752305010953025,0.756466167962747
"49",2003,8,"AT-Neu",47.11667,11.3175,"GRA",1.04206777060983,1.03733882110062,0.916903650489779,0.909320008012183,0.986718926073926,0.980847740809191,0.889983574244415,0.885122414709007,1.04199154828547,1.04199154828547,0.933032258064516,0.935099784946237,0.639168293049092,0.641482966988676,0.688638971780204,0.69058322185067
"50",2003,9,"AT-Neu",47.11667,11.3175,"GRA",0.729509350950701,0.73572501138962,0.564834125861169,0.569570782977388,0.686521811538462,0.689391025657842,0.620167089529022,0.615200131317065,0.787856400292511,0.787856400292511,0,0,0.792387865252187,0.794036381133733,0.728728496254318,0.730422412937753
"51",2003,10,"AT-Neu",47.11667,11.3175,"GRA",0.345127260712071,0.343013985476505,0.329751377743524,0.328581831216013,0.410383970879121,0.410276135166334,0.268969730590879,0.271490399015198,0.752243156615124,0.755951914239336,0,0,0.899582695050446,0.898680264548673,0.803366738698066,0.808234156629875
"52",2003,11,"AT-Neu",47.11667,11.3175,"GRA",0.311235223548537,0.312896496253651,0.310907552573833,0.311836634898,0.389302364285714,0.389199383932567,0.226847881409849,0.228999977057477,-1.59827796048906,-1.59827796048906,0,0,0.896268617441187,0.895339869016456,0.715107201706209,0.718753856754905
"53",2003,12,"AT-Neu",47.11667,11.3175,"GRA",0.136725517083705,0.136384974737841,0.203610112084257,0.203363775332293,0.164616431968032,0.162266592291708,-0.094402201357644,-0.0953624811906101,-0.258149295327382,-0.258149295327382,0,0,0.922435272451522,0.921720342579042,0.69327748860574,0.696622205706307
"54",2003,1,"AT-Neu",47.11667,11.3175,"GRA",0.0955229687195705,0.0961211805094879,0.171465168082568,0.171973397101322,0.167940527222777,0.170257125946553,-0.232772372305048,-0.230355064706841,-0.281877506775068,-0.281877506775068,0,0,0.932231223998248,0.932863414115763,1,1
"55",2003,2,"AT-Neu",47.11667,11.3175,"GRA",0.0670869582388613,0.066419916200585,0.145185608328385,0.144507860453702,0,0,-0.370417473788266,-0.374336779507259,-0.24507701736337,-0.24507701736337,0,0,0.932333296835651,0.931702844237667,0.933582662333906,0.940251163432282
"56",2003,3,"AT-Neu",47.11667,11.3175,"GRA",0.310593378984881,0.308946382924256,0.31054840908778,0.309626348912036,0.313206954345654,0.314070888798202,0.226013790051937,0.228158472052875,0.795541394989477,0.795541394989477,0,0,0.822069897663642,0.820609785831929,0.700255842478157,0.703697080767063
"57",2003,4,"AT-Neu",47.11667,11.3175,"GRA",0.437296839307726,0.440663203870181,0.380714464248281,0.382591092257524,0.419584582067932,0.419784423892607,0.368916709992721,0.372260466920241,0.739130518555912,0.739130518555912,0,0,0.793421543048826,0.791785883987328,0.768570511670125,0.772956645155223
"58",2003,5,"AT-Neu",47.11667,11.3175,"GRA",0.821195179942834,0.827624612552285,0.64098134546855,0.646909953392649,0.726390544955045,0.729658446408591,0.693350018716594,0.698547216249262,0.891464735099264,0.891464735099264,0,0,0.734970437184412,0.733027697083514,0.802192199251605,0.807043371526459
"59",2003,6,"AT-Neu",47.11667,11.3175,"GRA",1.02937946509695,1.0244251348982,0.896603397350624,0.888745203699507,0.984357309190809,0.978509740094905,0.877033901014269,0.872057028752033,0.91879260161177,0.917287741993573,0.967354838709677,0.969079139784946,0.679894602363462,0.682077970763967,0.818174029986222,0.819309416636995
"60",2004,10,"AT-Neu",47.11667,11.3175,"GRA",0.764710919039865,0.769741567217279,0.4957458094009,0.499376524221475,0.658881038311688,0.661473844698801,0.540952804373496,0.536401401141336,1.10069528899524,1.10069528899524,0,0,0.862933873828224,0.864118287290154,0.759502110915766,0.755060391166595
"61",2004,12,"AT-Neu",47.11667,11.3175,"GRA",0.141818712051533,0.140922163641381,0.168439202217127,0.167910594564308,0.0765887338661339,0.0733586172087912,-0.247338891642286,-0.24991459905668,-0.21710186653061,-0.222463464508595,0,0,0.955560543148917,0.955136085860172,0.933292975158347,0.93288771787833
"62",2004,11,"AT-Neu",47.11667,11.3175,"GRA",0.306629722658496,0.307138439755468,0.252514658430089,0.252753248980274,0.30989010989011,0.308993006993007,0.0727582039503014,0.0734750557934422,-22.7061844936489,-42.7957831036595,0,0,0.93736239542052,0.936775621610858,0.823261711204796,0.822187994030898
"63",2004,8,"AT-Neu",47.11667,11.3175,"GRA",1.03583776117215,1.03175451003969,0.807244124523529,0.799358387833236,0.942271438061938,0.936844727677323,0.81957956958575,0.824787775621302,0.96590708714644,0.96590708714644,0,0,0.738924805831562,0.737000679875554,0.748605958040076,0.747078693619288
"64",2004,9,"AT-Neu",47.11667,11.3175,"GRA",0.890523757113326,0.895688114261043,0.602863356366549,0.608203803862298,0.756073093556444,0.759637820496004,0.658299501287883,0.65317624042332,0.890117942639953,0.888146400141277,0,0,0.828831459580474,0.830252590821979,0.774381134359897,0.769733383294579
"65",2004,6,"AT-Neu",47.11667,11.3175,"GRA",0.94907764743984,0.944097343523334,0.669915989890879,0.663588653779447,0.792832167832168,0.78889985014985,0.718124697575668,0.712830967215789,0.802427144428685,0.802427144428685,0,0,0.773458079752929,0.775214265034969,0.7493782052841,0.745076672262213
"66",2004,7,"AT-Neu",47.11667,11.3175,"GRA",1.01094100079421,1.0065240612269,0.761657061587516,0.754161522487784,0.90517546953047,0.900119718831169,0.788316917823496,0.793593230697868,0.930804298811299,0.930804298811299,0,0,0.762821948488242,0.76101698323573,0.790404714846883,0.789131385458152
"67",2004,1,"AT-Neu",47.11667,11.3175,"GRA",0.128615889060072,0.129571419778585,0.160508368656709,0.16109345454114,0.0231913248251748,0.0269554155729271,-0.286998173483275,-0.290003015131455,0.119012698850641,0.121125773469826,0,0,0.969265793966989,0.968967989348749,1,1
"68",2004,2,"AT-Neu",47.11667,11.3175,"GRA",0.200574103374363,0.200050095333998,0.200725117415813,0.200453335277437,0.108904027022977,0.105997063297203,-0.105735831809872,-0.106813449375765,-0.00417462931462761,-0.00417462931462762,0,0,0.920988589043318,0.920261477465482,0.964542569604492,0.964327159281028
"69",2004,3,"AT-Neu",47.11667,11.3175,"GRA",0.321971994127367,0.321292209807701,0.259689851488264,0.259372740650045,0.215832554545455,0.217670232996004,0.0939610427114051,0.0930392213078502,-1.87452926163237,-1.77164739729272,0,0,0.862846430561889,0.864031480578571,0.928139255842802,0.921362400790504
"70",2004,5,"AT-Neu",47.11667,11.3175,"GRA",0.740928331177555,0.735986778242246,0.479123330606207,0.475774980252084,0.586395459390609,0.584527508792707,0.51960739977009,0.524012521108111,0.852989988096355,0.855480367879828,0,0,0.799117826474591,0.797515759482734,0.739651583389488,0.738069919517911
"71",2005,1,"AT-Neu",47.11667,11.3175,"GRA",0.114716838660973,0.11587091523266,0.142107581844255,0.142805638285763,0,0,-0.388387126400588,-0.392505369870997,0.00519124666103089,0.00519124666103089,0,0,0.961332204346599,0.960960622056952,0.944376020044425,0.94403367453661
"72",2005,2,"AT-Neu",47.11667,11.3175,"GRA",0.122856233889498,0.123997522834331,0.146968034560361,0.14763832828947,0,0,-0.360208580076326,-0.364015161948885,-0.330872313429521,-0.339828111954781,0,0,0.945218404839873,0.944700882626879,1,1
"73",2005,4,"AT-Neu",47.11667,11.3175,"GRA",0.669447689284796,0.673461078802699,0.409185569041056,0.411478415187131,0.484694472177822,0.485545412903596,0.41743949953132,0.413717273621321,0.759810151985444,0.759810151985444,0,0,0.814209217823676,0.815724759234263,0.638929574310052,0.636286654229575
"74",2005,3,"AT-Neu",47.11667,11.3175,"GRA",0.358950407069597,0.359685892747546,0.260148471751242,0.260471036230236,0.208791208791209,0.206883116883117,0.095291779490384,0.0943571746546456,4.02626765050459,4.28844938041955,0,0,0.873109459113048,0.87421876002618,0.893645509889643,0.887495351229319
"75",2005,5,"AT-Neu",47.11667,11.3175,"GRA",0.896558662819136,0.891695936905909,0.578384765851833,0.573460873094349,0.651884405894106,0.649361565831169,0.634149136996177,0.629121115149,0.870487177491826,0.868215560365192,0,0,0.760505515116331,0.76233125643203,0.778206548316963,0.773645893582743
"76",2005,7,"AT-Neu",47.11667,11.3175,"GRA",1.03259380150715,1.02871670426408,0.770034336561812,0.762454410113878,0.906872562937063,0.901799841303696,0.794209500300493,0.799477436217581,0.905714265721389,0.905714265721389,0,0,0.775889562166841,0.774154600901256,0.79732415096952,0.796076754315891
"77",2005,8,"AT-Neu",47.11667,11.3175,"GRA",0.969468884207251,0.97392062404466,0.66522075411516,0.671508378281761,0.829792385014985,0.834094304869131,0.714202868523931,0.719446498900683,0.799916222242506,0.799916222242506,0,0,0.846463541925543,0.845165904131487,0.743010734770773,0.741429058655937
"78",2005,9,"AT-Neu",47.11667,11.3175,"GRA",0.930330973387029,0.935020058700331,0.615262138354149,0.620796372003726,0.757051282067932,0.760625790892607,0.670024883093415,0.664860428995739,0.941756526674234,0.940649724509822,0,0,0.827381819948501,0.828812501003773,0.736529227034639,0.732542436313966
"79",2005,10,"AT-Neu",47.11667,11.3175,"GRA",0.689330836494924,0.685154644152329,0.420703613967167,0.418250692024712,0.530249991958042,0.528943496034466,0.435815618119916,0.431958773957288,0.958975699736762,0.958975699736762,0,0,0.868168841761827,0.869314869623188,0.777359966681003,0.772810968711673
"80",2005,11,"AT-Neu",47.11667,11.3175,"GRA",0.285152613455003,0.285105535265597,0.227543380592459,0.227522284225965,0.19956709955045,0.19756676654995,-0.00718680497879817,-0.00711483949810501,16.5154453694386,16.5154453694386,0,0,0.947163515016685,0.947664227483932,0.707839639810161,0.704247882195385
"81",2005,6,"AT-Neu",47.11667,11.3175,"GRA",1.01844947347747,1.02241934207162,0.74320894908344,0.750511889724989,0.833903596403596,0.838246628371628,0.775073022312373,0.780361424523415,0.761052258546278,0.764670402419837,0.995956989247312,0.994518709677419,0.718020069145796,0.716001089767954,0.768161485921177,0.766734603596382
"82",2006,9,"AT-Neu",47.11667,11.3175,"GRA",0.862442669132545,0.869405905684252,0.741021532943423,0.748300055146266,0.856792790559441,0.861364714469031,0.773476936723832,0.768132524353299,0.969271759348264,0.969271759348265,0,0,0.760064268499509,0.761892320411735,0.758474188499589,0.754398473005017
"83",2006,6,"AT-Neu",47.11667,11.3175,"GRA",0.880654507365642,0.873670103010047,0.760293263685539,0.752811924973569,0.856432317682318,0.851863998501499,0.78735067412872,0.792628179061017,0.796629985685471,0.796629985685471,0,0,0.725792703716331,0.723807969453009,0.777104244996119,0.775705139979332
"84",2006,7,"AT-Neu",47.11667,11.3175,"GRA",1.04286282497837,1.04776828595442,0.961616133707125,0.967401544668214,1,1,0.920293241085684,0.915808862278312,0.962212612351816,0.962212612351816,0.953935483870968,0.955793978494624,0.663368650669991,0.66560930023865,0.795283959756779,0.790705815605849
"85",2006,8,"AT-Neu",47.11667,11.3175,"GRA",0.838981976973163,0.846017674859311,0.717282008005271,0.724277889237955,0.94147264035964,0.946891362767233,0.7557759718316,0.761066748683837,0.918503604034819,0.918503604034819,0,0,0.832396500317709,0.831003709018903,0.794519270664565,0.793229478854662
"86",2006,5,"AT-Neu",47.11667,11.3175,"GRA",0.635077071891132,0.641409885421933,0.548974094136211,0.553456609304458,0.645531887462538,0.647991202341159,0.603203733470596,0.598316235020587,0.854060572743132,0.854060572743132,0,0,0.810643564356436,0.812181482262204,0.713698804161973,0.710234242592631
"87",2006,1,"AT-Neu",47.11667,11.3175,"GRA",0.0328078889898372,0.0323161925227067,0.116543238242603,0.115731918965752,0,0,-0.557062983079173,-0.563078074363187,-0.10486698983886,-0.107212647565359,0,0,0.975707574195027,0.975470608721154,1,1
"88",2006,3,"AT-Neu",47.11667,11.3175,"GRA",0.130354222646215,0.130450324620818,0.221709177821268,0.221787450231726,0.129833875824176,0.132531541061938,-0.0274010039864167,-0.0271255953915459,0.799412469176597,0.799412469176597,0,0,0.902251655629139,0.903134454605959,0.94072864372841,0.934165277321365
"89",2006,4,"AT-Neu",47.11667,11.3175,"GRA",0.404866425775588,0.408476760793989,0.401626443901594,0.403807359933946,0.494517982017982,0.495467157842158,0.405001610902425,0.408621780707318,0.744009279785894,0.747799969941964,0,0,0.840365161608685,0.839025784154089,0.876412258352745,0.875636504550934
"90",2006,10,"AT-Neu",47.11667,11.3175,"GRA",0.560235836606486,0.554632746923613,0.49828443622593,0.494634773806787,0.626760739260739,0.624489135864136,0.544126780830275,0.548677742367401,1.06963426679378,1.06816138293798,0,0,0.847432324840764,0.846141386598671,0.796260366731573,0.79498150369078
"91",2006,11,"AT-Neu",47.11667,11.3175,"GRA",0.237983164312807,0.236793453229285,0.298779666064439,0.2980044140293,0.369347319330669,0.369649850133367,0.197987659744634,0.199880776948473,11.2031263721788,9.32007815093894,0,0,0.903208697958101,0.902335315857099,0.724821662982758,0.723094382928344
"92",2007,1,"AT-Neu",47.11667,11.3175,"GRA",0.253953119312672,0.254043578837913,0.225269852704576,0.225313393597784,0.25112589025974,0.252610635353147,-0.0149891820768331,-0.0151395041539037,0.0517845533404818,0.0517845533404818,0,0,0.943542578536207,0.94301017930483,1,1
"93",2007,2,"AT-Neu",47.11667,11.3175,"GRA",0.328415769204061,0.329116567457302,0.260235911100038,0.260559449252019,0.272283074075924,0.271009900820679,0.0955451670957582,0.0946081290642566,-5.15134977382168,-4.58195200728305,0,0,0.897496706192358,0.898417613838691,0.737961241183363,0.735425165407355
