year,month,site,lat,lon,type,T1 × W1,T1 × W2,T1 × W3,T1 × W4,T2 × W1,T2 × W2,T2 × W3,T2 × W4,T3 × W1,T3 × W2,T3 × W3,T3 × W4,T4 × W1,T4 × W2,T4 × W3,T4 × W4
2006,1,CA-TP3,42.70681111,-80.34831389,ENF,0.154704523,NA,0.078851419,0.530715567,0.071826399,NA,0.004089669,0.448149556,0.383696926,NA,0.459959058,0.005658296,0.440043271,NA,0.36440694,0.814979747
2006,2,CA-TP3,42.70681111,-80.34831389,ENF,0.132909185,NA,0.584463179,0.675528821,0.144412187,NA,0.30839573,0.399714253,2.491134659,NA,2.93202582,3.020941071,2.039612688,NA,1.578235528,1.485188832
2006,3,CA-TP3,42.70681111,-80.34831389,ENF,1.380548319,NA,0.09886168,0.017152524,1.259710179,NA,0.020448784,0.102060548,0.659919077,NA,0.612657127,0.69378548,1.684099247,NA,0.398575017,0.31662121
2006,4,CA-TP3,42.70681111,-80.34831389,ENF,1.152620239,NA,0.941567417,0.945052543,0.651972329,NA,0.441964099,0.445431975,0.323838905,NA,0.114515317,0.117971888,0.648729884,NA,0.438728418,0.442196183
2006,5,CA-TP3,42.70681111,-80.34831389,ENF,2.30626479,NA,0.906603409,1.019772908,2.100012448,NA,0.703172824,0.81611417,1.122949411,NA,0.260522924,0.148662389,1.546951831,NA,0.15767868,0.270008239
2006,6,CA-TP3,42.70681111,-80.34831389,ENF,0.847270459,0.673755082,0.56200195,1.291801578,0.851166409,0.67765785,0.56590911,1.295680062,0,0.174998084,0.287706158,0.448329684,0.137097765,0.0376604,0.150213954,0.584812799
2006,7,CA-TP3,42.70681111,-80.34831389,ENF,0.143851131,0.72940569,0.839395854,0.566348224,0.667561416,0.210262171,0.320827537,0.046351983,0.690559627,0.187464505,0.298055131,0.02351687,0.415782666,0.459845405,0.570134237,0.296345171
2006,8,CA-TP3,42.70681111,-80.34831389,ENF,0.687911182,NA,0.958701925,0.198633696,0.559601436,NA,0.830047102,0.070947451,0,NA,0.26894067,0.485934687,0.013387324,NA,0.282363998,0.472612416
2006,9,CA-TP3,42.70681111,-80.34831389,ENF,1.108640333,NA,1.2726622,1.108640333,0.983043309,NA,1.147273491,0.983043309,1.14E-14,NA,0.165860664,0,0.355823537,NA,0.189372701,0.355823537
2006,10,CA-TP3,42.70681111,-80.34831389,ENF,1.673324752,NA,1.045814342,1.112002057,1.172810058,NA,0.548388738,0.614250627,0.868236531,NA,0.245694987,0.311358603,1.127225265,NA,0.503085287,0.568917501
2006,11,CA-TP3,42.70681111,-80.34831389,ENF,0.186089949,NA,1.006370388,1.015799049,0.254506549,NA,0.569394755,0.578865035,0.465656127,NA,0.359980425,0.369470651,1.417184898,NA,0.58372859,0.57414848
2006,12,CA-TP3,42.70681111,-80.34831389,ENF,0.403077201,NA,0.4991948,0.01075251,0.190321663,NA,0.286235587,0.201171687,0.022079809,NA,0.07363078,0.4127432,0.640137342,NA,0.545018431,1.028385675
2007,1,CA-TP3,42.70681111,-80.34831389,ENF,0.377533657,NA,0.436650256,0.377533657,0.175350293,NA,0.234586868,0.175350293,1.913277143,NA,1.971482422,1.913277143,2.012681083,NA,1.952146116,2.012681083
2007,2,CA-TP3,42.70681111,-80.34831389,ENF,1.485014957,NA,1.537270966,0.817400995,0.681159714,NA,0.733001807,0.018833873,NA,NA,NA,NA,1.293002135,NA,1.242176565,1.942341054
2007,3,CA-TP3,42.70681111,-80.34831389,ENF,0.229873042,NA,0.104728161,0.712855727,0.110980963,NA,0.014313048,0.594539199,0.446110517,NA,0.572103305,0.040144575,0.538026358,NA,0.413268004,1.019517287
2007,4,CA-TP3,42.70681111,-80.34831389,ENF,0.841080035,NA,0.671369427,0.530352556,0.460357019,NA,0.29128715,0.150802685,0.202080575,NA,0.033445372,0.106677917,0.696654834,NA,0.527187286,0.386372381
2007,5,CA-TP3,42.70681111,-80.34831389,ENF,2.1203241,0.752670888,0.642733556,1.444280157,2.138418768,0.771018389,0.661101381,1.462499803,1.177147707,0.203684321,0.314681018,0.494589351,1.579715276,0.204508245,0.093963707,0.899937409
2007,6,CA-TP3,42.70681111,-80.34831389,ENF,1.939585424,0.275139083,0.183373949,0.419691333,2.007820854,0.34226038,0.250433822,0.486909389,1.378788501,0.276501277,0.367761585,0.132744247,1.375256041,0.279976059,0.371233188,0.136224038
2007,7,CA-TP3,42.70681111,-80.34831389,ENF,0.557016508,0.77472755,0.880803792,0.677085226,0.626661277,0.844219846,0.950221798,0.746645906,0,0.218930521,0.325600935,0.120741267,0.020861652,0.2397465,0.346394661,0.14157773
2007,8,CA-TP3,42.70681111,-80.34831389,ENF,0.777904766,0.693525016,0.803491405,0.634768572,0.822424245,0.649655554,0.759670521,0.590873153,1.290467328,0.188446236,0.29897192,0.129390953,1.189610476,0.287830505,0.398246137,0.228834025
2007,9,CA-TP3,42.70681111,-80.34831389,ENF,1.975524618,NA,0.481708181,0.621417251,2.167895293,NA,0.671260862,0.811233484,1.225574364,NA,0.257256221,0.118574602,1.441881685,NA,0.044117537,0.094860428
2007,10,CA-TP3,42.70681111,-80.34831389,ENF,0.97734788,NA,0.779971946,1.515514457,0.963397164,NA,0.765993423,1.50163956,1.36E-14,NA,0.199324023,0.54347825,0.428048029,NA,0.229577208,0.96919993
2007,11,CA-TP3,42.70681111,-80.34831389,ENF,0.520403315,NA,0.422021516,1.045258432,0.261807527,NA,0.163169986,0.788026998,0.09285885,NA,0.191847144,0.435231842,0.681767571,NA,0.583545356,1.205771329
2007,12,CA-TP3,42.70681111,-80.34831389,ENF,0.299768548,NA,0.357266346,0.391979433,0.139403838,NA,0.196809704,0.55123814,1.282768778,NA,1.340830089,0.584241235,2.649823029,NA,2.594016114,3.321228252
2008,1,CA-TP3,42.70681111,-80.34831389,ENF,0.409132045,NA,0.470909478,0.445517454,0.188841681,NA,0.250755763,0.225307573,1.74120989,NA,1.802161019,1.777108626,1.890216381,NA,1.827012634,1.852990908
2008,2,CA-TP3,42.70681111,-80.34831389,ENF,0.870936479,NA,0.919040482,0.870936479,0.399925131,NA,0.448257699,0.399925131,52.18051593,NA,52.20372112,52.18051593,1.374511097,NA,1.325317454,1.374511097
2008,3,CA-TP3,42.70681111,-80.34831389,ENF,1.364649127,NA,0.241484606,0.383943821,1.45102932,NA,0.156473116,0.299053731,0.345524311,NA,1.24446128,1.385488204,5.016835626,NA,6.521854049,6.655344641
2008,4,CA-TP3,42.70681111,-80.34831389,ENF,1.10683017,NA,0.872671477,1.504582744,0.709266543,NA,0.474166501,1.108618135,0.33757241,NA,0.101592272,0.738418971,0.628747369,NA,0.393456673,1.028422812
2008,5,CA-TP3,42.70681111,-80.34831389,ENF,0.052327698,NA,1.349091608,0.655904368,0.327449925,NA,1.070111746,0.378832617,0.717124401,NA,0.674973438,0.013603104,1.714484145,NA,0.336370816,1.018030167
2008,6,CA-TP3,42.70681111,-80.34831389,ENF,0.67154138,NA,0.930916008,0.82094818,0.785852365,NA,1.044928495,0.935087222,0,NA,0.261128212,0.150416912,0.072488152,NA,0.188829347,0.078037794
2008,11,CA-TP3,42.70681111,-80.34831389,ENF,0.442096809,NA,0.507150225,1.089602133,0.147562729,NA,0.2128086,0.796983645,0.047190254,NA,0.018182873,0.603497298,0.544653549,NA,0.609639952,1.191491864
2008,7,CA-TP3,42.70681111,-80.34831389,ENF,0.516197935,0.326796922,0.21516993,1.111535035,0.357533303,0.167830219,0.056025195,0.953819893,0,0.190383769,0.302589968,0.598426163,0.122501912,0.313118905,0.425462558,0.476657335
2008,8,CA-TP3,42.70681111,-80.34831389,ENF,0.212244655,NA,0.871693218,0.008237683,0.180926465,NA,0.903351599,0.023144534,0.804322337,NA,0.273184131,0.601525814,0.823523475,NA,0.253774422,0.620766207
2008,9,CA-TP3,42.70681111,-80.34831389,ENF,0.839920906,NA,1.046074734,0.241639598,0.961533702,NA,1.167936152,0.362530867,0,NA,0.204436722,0.593298074,0.272602115,NA,0.068722692,0.864282845
2008,10,CA-TP3,42.70681111,-80.34831389,ENF,1.124557843,NA,1.291514236,0.556483338,0.745691702,NA,0.912022587,0.179745505,0.428074948,NA,0.593881448,0.136087015,0.613853495,NA,0.449767216,1.172162349
2009,10,CA-TP3,42.70681111,-80.34831389,ENF,1.054629848,NA,0.927105373,0.912167652,0.716799644,NA,0.589701488,0.574813705,0.433230949,NA,0.306490639,0.291644772,0.622114936,NA,0.495136267,0.48026248
2009,11,CA-TP3,42.70681111,-80.34831389,ENF,0.815528113,NA,0.836975948,1.421080059,0.430142251,NA,0.451673423,1.038047097,0.209897232,NA,0.23147603,0.819146743,0.548310283,NA,0.569815902,1.155493677
2009,12,CA-TP3,42.70681111,-80.34831389,ENF,2.433140178,NA,0.318707977,0.270963949,2.295446764,NA,0.183856841,0.405022432,3.237780298,NA,1.106738658,0.512434699,1.580038125,NA,3.611630012,4.178199468
2009,2,CA-TP3,42.70681111,-80.34831389,ENF,1.124905952,NA,0.574010159,0.520482861,1.408493686,NA,0.295186749,0.241509343,2.677316814,NA,4.312354918,4.260840207,3.300732339,NA,1.565261963,1.619940967
2009,3,CA-TP3,42.70681111,-80.34831389,ENF,1.97062091,NA,0.092027704,0.043913814,1.861224529,NA,0.01535328,0.151148957,1.183310565,NA,0.680778112,0.815670032,2.284361588,NA,0.399988373,0.263628594
2009,4,CA-TP3,42.70681111,-80.34831389,ENF,2.400032672,NA,0.795865348,0.72798799,2.016139278,NA,0.41798591,0.350363021,1.694718283,NA,0.101600197,0.034190367,2.049753125,NA,0.451073172,0.383428002
2009,5,CA-TP3,42.70681111,-80.34831389,ENF,0.956922945,NA,1.195562087,1.144454701,0.9590338,NA,1.197667857,1.14656156,2.55E-14,NA,0.240944799,0.189343629,0.426380715,NA,0.184408574,0.236229761
2009,6,CA-TP3,42.70681111,-80.34831389,ENF,1.636477427,NA,0.48005145,1.300955192,1.846470773,NA,0.692513616,1.511664835,0.912576783,NA,0.252359844,0.574585291,1.14032793,NA,0.021931106,0.803113307
2009,7,CA-TP3,42.70681111,-80.34831389,ENF,0.588100658,NA,0.809075483,0.011027137,0.759049601,NA,0.980399971,0.158903591,1.92E-14,NA,0.219682868,0.595624921,0.09030949,NA,0.129174984,0.685396505
2009,8,CA-TP3,42.70681111,-80.34831389,ENF,0.500324743,NA,0.258176965,1.085968147,0.51559133,NA,0.273480705,1.101144876,0,NA,0.243365396,0.588588257,0.054834875,NA,0.29833372,0.534076133
2009,9,CA-TP3,42.70681111,-80.34831389,ENF,1.438751943,NA,0.578733639,1.335414169,1.636089033,NA,0.777792639,1.53295816,0.680381824,NA,0.186253808,0.576248928,0.940482473,NA,0.076116407,0.836622283
2010,2,CA-TP3,42.70681111,-80.34831389,ENF,0.638237854,NA,0.686402008,0.638237854,0.289896731,NA,0.338229739,0.289896731,2.426255211,NA,2.47355265,2.426255211,1.499511005,NA,1.450310608,1.499511005
2010,3,CA-TP3,42.70681111,-80.34831389,ENF,2.248122237,NA,0.516580423,1.064278668,1.913347533,NA,0.17587564,0.725449609,1.6232626,NA,0.119347754,0.431851544,2.286680303,NA,0.555821492,1.103303699
2010,4,CA-TP3,42.70681111,-80.34831389,ENF,1.275897282,NA,1.517956913,0.904418039,0.789745832,NA,1.030643511,0.420049788,0.415754544,NA,0.655758347,0.047430298,0.59089336,NA,0.353295548,0.955525229
2010,5,CA-TP3,42.70681111,-80.34831389,ENF,1.135074345,NA,0.883854551,1.035308655,0.984146777,NA,0.733301888,0.884529971,0,NA,0.248400266,0.098645985,0.348773498,NA,0.099506877,0.249783462
2010,6,CA-TP3,42.70681111,-80.34831389,ENF,0.189318017,NA,1.039715389,0.868245058,0.130321945,NA,0.981221971,0.809650286,0.644999713,NA,0.212506134,0.039602481,0.707576083,NA,0.150462921,0.022548235
2010,7,CA-TP3,42.70681111,-80.34831389,ENF,1.226459969,NA,0.277920662,1.085438348,0.592235471,NA,0.362394402,0.450308352,0.679669696,NA,0.274120532,0.537867408,0.394791467,NA,0.561734495,0.252582451
2010,8,CA-TP3,42.70681111,-80.34831389,ENF,1.708091067,NA,0.365520593,1.135462469,1.275366669,NA,0.073114394,0.700217107,1.10935066,NA,0.241398017,0.533233923,0.915654648,NA,0.437739726,0.338409477
2010,9,CA-TP3,42.70681111,-80.34831389,ENF,1.052876025,NA,0.846692854,1.574155898,0.971661003,NA,0.765308598,1.493368739,2.03E-14,NA,0.208377124,0.526826705,0.282427253,NA,0.074638643,0.807766056
2010,10,CA-TP3,42.70681111,-80.34831389,ENF,1.206469829,NA,1.119166345,1.219664306,0.729198428,NA,0.642306652,0.742330683,0.398705835,NA,0.312099151,0.411795002,0.503260138,NA,0.416563263,0.516362937
2010,11,CA-TP3,42.70681111,-80.34831389,ENF,0.2876805,NA,0.87907942,0.920025422,0.113623879,NA,0.480155198,0.521265993,0.349273815,NA,0.245902914,0.287110476,1.208267449,NA,0.607995984,0.566435684
2010,12,CA-TP3,42.70681111,-80.34831389,ENF,0.753914712,NA,0.794200573,0.279945794,0.341152883,NA,0.381273704,0.130874311,3.09685426,NA,3.138076931,2.61186363,1.424718564,NA,1.385303817,1.888438705
2011,3,CA-TP3,42.70681111,-80.34831389,ENF,1.605684548,NA,0.145838594,0.075829488,1.646622505,NA,0.104171898,0.03419192,0.672155305,NA,1.095985647,1.02531232,1.030962095,NA,0.730791716,0.660373685
2011,4,CA-TP3,42.70681111,-80.34831389,ENF,2.217838306,NA,0.937763756,0.909081262,1.690905604,NA,0.403932933,0.375095873,1.449914124,NA,0.159786613,0.130878863,1.852426964,NA,0.567568783,0.538779102
2011,5,CA-TP3,42.70681111,-80.34831389,ENF,1.362087322,NA,1.542075667,1.564561757,0.971505386,NA,1.150800176,1.17319962,1.18E-14,NA,0.177569691,0.199753617,0.4174581,NA,0.240629689,0.218538372
2011,6,CA-TP3,42.70681111,-80.34831389,ENF,1.004445929,NA,1.267104453,1.105718329,0.796395639,NA,1.058513136,0.897459437,1.15E-14,NA,0.260046498,0.100265289,0.113875737,NA,0.145874631,0.013724625
2011,7,CA-TP3,42.70681111,-80.34831389,ENF,2.008825611,0.304363093,0.204873249,1.153980002,0.774150346,0.909682018,1.007967676,0.070348542,1.442931559,0.252075451,0.351013375,0.592828208,0.965294607,0.721731581,0.820203663,0.119193908
2011,8,CA-TP3,42.70681111,-80.34831389,ENF,1.460623473,NA,0.562546109,0.728902208,1.068945795,NA,0.167298722,0.334316058,0.653929769,NA,0.251499715,0.08378174,0.55696763,NA,0.349345557,0.181463889
2011,9,CA-TP3,42.70681111,-80.34831389,ENF,1.832705836,NA,1.051926541,1.786050462,1.601902485,NA,0.822892822,1.555352855,0.639576561,NA,0.132054684,0.593467828,0.890966596,NA,0.117407874,0.844742687
2011,10,CA-TP3,42.70681111,-80.34831389,ENF,1.325571257,NA,1.255028484,1.288741501,0.742474662,NA,0.67151503,0.705427267,0.430649967,NA,0.35946741,0.393486185,0.515640214,NA,0.444518417,0.478508155
2011,11,CA-TP3,42.70681111,-80.34831389,ENF,1.453209759,NA,1.025685542,1.684513855,2.008193216,NA,0.456741753,1.111859759,2.244996737,NA,0.213981557,0.867516429,1.919592041,NA,0.547571646,1.20328199
2011,12,CA-TP3,42.70681111,-80.34831389,ENF,163.8203634,NA,0.24076006,0.155888131,164.2495287,NA,0.078478416,0.006531577,165.0426213,NA,0.221416239,0.306681373,163.0737777,NA,0.523068914,0.438437164
2012,1,CA-TP3,42.70681111,-80.34831389,ENF,0.244569046,NA,0.301773269,0.240593548,0.110436099,NA,0.167563779,0.37407732,1.317572903,NA,1.375389432,0.827217196,4.523469087,NA,4.468985729,4.985555381
2012,2,CA-TP3,42.70681111,-80.34831389,ENF,0.088074294,NA,0.149535125,0.183476534,0.039911869,NA,0.101402327,0.135360098,0.513365068,NA,0.574564281,0.608361213,0.86928956,NA,0.930269825,0.963945846
2012,3,CA-TP3,42.70681111,-80.34831389,ENF,2.45639759,NA,0.96740046,0.958544083,1.903573247,NA,0.422610304,0.413801713,1.617634944,NA,0.140827537,0.132043663,2.003525965,NA,0.52111041,0.512293179
2012,4,CA-TP3,42.70681111,-80.34831389,ENF,0.109033293,NA,1.313540732,1.273887525,0.658711121,NA,0.771673961,0.731803027,0.947045334,NA,0.487437048,0.447451905,1.925547975,NA,0.477160829,0.517533558
2012,5,CA-TP3,42.70681111,-80.34831389,ENF,0.028394622,1.327801403,1.436470674,1.180032476,0.201215577,1.157323574,1.266180596,1.009299344,1.175955679,0.195799106,0.30571507,0.046334922,1.42953164,0.054338844,0.055852601,0.204177628
2012,6,CA-TP3,42.70681111,-80.34831389,ENF,0.084476276,1.069497158,1.178808927,0.885089296,0.268456238,0.887638485,0.997151196,0.702891635,0.972502527,0.191709845,0.301991512,0.005665774,0.990259331,0.174157776,0.284458837,0.011919012
2012,7,CA-TP3,42.70681111,-80.34831389,ENF,0.853770508,0.802243348,0.904857611,0.567985593,1.806053249,0.134402958,0.03081979,0.370872626,1.429877599,0.235595906,0.338796332,0,1.015261609,0.643403923,0.746182495,0.408771064
2012,8,CA-TP3,42.70681111,-80.34831389,ENF,0.765459859,NA,1.032184341,0.766903317,0.43860709,NA,0.706210094,0.440055303,1.83E-14,NA,0.2687819,0.001454593,0.10991679,NA,0.378403253,0.111369784
2012,9,CA-TP3,42.70681111,-80.34831389,ENF,1.156333304,NA,0.944053553,1.153075987,0.970878205,NA,0.758987637,0.967626859,1.41E-14,NA,0.209853149,0.003220083,0.279152837,NA,0.068713876,0.275923765
2012,10,CA-TP3,42.70681111,-80.34831389,ENF,1.345974056,NA,1.223094243,1.322070712,0.791916025,NA,0.669707996,0.768143362,0.472729988,NA,0.350908965,0.449032607,0.583582147,NA,0.461626718,0.559858621
2012,11,CA-TP3,42.70681111,-80.34831389,ENF,1.104851649,NA,0.466685003,0.95844597,0.807229031,NA,0.167141839,0.660382748,0.584475579,NA,0.057049033,0.437299529,1.223656627,NA,0.586256626,1.077426829
2012,12,CA-TP3,42.70681111,-80.34831389,ENF,0.326285808,NA,0.273121053,0.74080351,0.150238954,NA,0.096980298,0.56548879,0.067944755,NA,0.121319788,0.348212451,0.599505139,NA,0.546486116,1.012886591
2013,1,CA-TP3,42.70681111,-80.34831389,ENF,0.394331301,NA,0.340940541,0.221201273,0.181917102,NA,0.128412484,0.008417865,1.79996613,NA,1.74732882,1.629279312,1.94696115,NA,1.894402633,1.776529832
2013,2,CA-TP3,42.70681111,-80.34831389,ENF,0.78876363,NA,0.835893757,0.78876363,0.360528638,NA,0.407458516,0.360528638,7.200322152,NA,7.250450406,7.200322152,1.404790592,NA,1.3586862,1.404790592
2013,3,CA-TP3,42.70681111,-80.34831389,ENF,1.670070893,NA,0.104818153,0.050392972,1.67795542,NA,0.096791308,0.04237049,1.227712957,NA,0.555160802,0.500490777,1.597760006,NA,0.178434277,0.123969072
2013,4,CA-TP3,42.70681111,-80.34831389,ENF,0.897644042,NA,1.04316006,0.484079171,0.48771285,NA,0.633830787,0.072437292,0.209865488,NA,0.356391399,0.206569557,0.692398833,NA,0.544548091,1.112599125
2013,5,CA-TP3,42.70681111,-80.34831389,ENF,1.995995565,0.803057975,0.690978105,1.505555739,2.007239328,0.814170232,0.702078007,1.516745438,1.014508239,0.166949948,0.277951295,0.528787819,1.383823223,0.198045555,0.086638381,0.89632698
2013,6,CA-TP3,42.70681111,-80.34831389,ENF,0.0250382,NA,0.969861333,0.169916975,0.11085077,NA,1.104398683,0.305541089,0.782896803,NA,0.219540774,0.586464513,0.936183737,NA,0.067778509,0.739452682
2013,7,CA-TP3,42.70681111,-80.34831389,ENF,1.189138551,NA,0.304525006,0.419705336,1.011031905,NA,0.124823843,0.240211785,0.674711486,NA,0.214507516,0.098727537,0.545445569,NA,0.344930698,0.229000038
2013,8,CA-TP3,42.70681111,-80.34831389,ENF,0.127056016,NA,0.832972046,0.011396309,0.11014849,NA,0.849717461,0.005491687,0.733223198,NA,0.232616854,0.61686329,0.7079766,NA,0.257621386,0.591645855
2013,9,CA-TP3,42.70681111,-80.34831389,ENF,0.036454131,NA,1.062091099,0.990471337,0.117681772,NA,1.144151537,1.072473621,0.852329862,NA,0.16419473,0.093211281,1.163200261,NA,0.149862908,0.220623794
2013,10,CA-TP3,42.70681111,-80.34831389,ENF,1.135890945,NA,1.006459129,1.723754679,0.856791044,NA,0.727716414,1.443032478,0.493195951,NA,0.364586644,1.077323948,0.541150511,NA,0.412479833,1.125557249
2013,11,CA-TP3,42.70681111,-80.34831389,ENF,0.487533181,NA,0.587124649,0.028501606,0.239779009,NA,0.339618427,0.27754054,0.027720623,NA,0.072386508,0.546427325,0.67113142,NA,0.570380368,1.193174612
2013,12,CA-TP3,42.70681111,-80.34831389,ENF,0.499707014,NA,0.450937885,1.107456057,0.229442296,NA,0.180804316,0.835556975,2.580994737,NA,2.531215628,3.201329893,1.665549049,NA,1.616214176,2.280348256
2014,10,CA-TP3,42.70681111,-80.34831389,ENF,0.965555852,NA,1.086110554,0.396533234,0.823806746,NA,0.944192196,0.255582998,0.488958516,NA,0.608944152,0.077378091,0.570606258,NA,0.451885762,1.13097136
2014,11,CA-TP3,42.70681111,-80.34831389,ENF,14.81555562,NA,0.45977505,0.142462485,14.96635055,NA,0.281939468,0.319231975,15.22694663,NA,0.025386865,0.624715945,15.66207696,NA,0.538545061,1.134797853
2014,12,CA-TP3,42.70681111,-80.34831389,ENF,0.038492016,NA,0.012238829,0.557546346,0.018749193,NA,0.031991672,0.537906038,0.35546346,NA,0.40639424,0.165636499,0.175955182,NA,0.1252941,0.694295728
2014,3,CA-TP3,42.70681111,-80.34831389,ENF,1.097113906,NA,0.772208541,0.697130631,1.475310076,NA,0.401005355,0.325646585,NA,NA,NA,NA,3.277170078,NA,1.367537599,1.444234488
2014,4,CA-TP3,42.70681111,-80.34831389,ENF,0.576148456,NA,1.006392722,1.102231801,0.912938136,NA,0.674902346,0.771062352,1.216326171,NA,0.376288047,0.472737152,2.129923833,NA,0.522934378,0.425614705
2014,5,CA-TP3,42.70681111,-80.34831389,ENF,0.860315914,NA,1.075491719,1.059230604,0.952315708,NA,1.167291834,1.151045809,0,NA,0.217043061,0.200640835,0.437712575,NA,0.219719489,0.23619351
2014,6,CA-TP3,42.70681111,-80.34831389,ENF,0.536104834,NA,0.740145409,0.569380637,0.322861255,NA,0.950681978,0.780279409,1.019255519,NA,0.263128055,0.091542631,1.032481572,NA,0.250069899,0.078462011
2014,7,CA-TP3,42.70681111,-80.34831389,ENF,0.487753412,NA,0.254775141,1.098759336,0.715012991,NA,0.482566781,1.324623539,0,NA,0.2341202,0.614000734,0.046143144,NA,0.187869025,0.659860559
2014,8,CA-TP3,42.70681111,-80.34831389,ENF,0.490181113,NA,0.696442169,0.56361534,0.251487769,NA,0.932316939,0.799805612,0.988645807,NA,0.203863521,0.070377827,1.025804201,NA,0.167143906,0.033609096
2014,9,CA-TP3,42.70681111,-80.34831389,ENF,1.357236404,NA,0.510983907,1.283278621,1.641841927,NA,0.79803105,1.568097527,0.675727845,NA,0.176371288,0.601259098,0.958877854,NA,0.109207854,0.8846214
2002,1,CA-TP4,42.710161,-80.357376,ENF,1.473110444,NA,0.131905597,0.172523422,1.380696615,NA,0.038233778,0.078889701,2.136180394,NA,0.804001638,0.844346112,10.341118,NA,11.84314494,11.79765668
2002,2,CA-TP4,42.710161,-80.357376,ENF,0.280947511,NA,0.332212145,0.331631906,0.127989878,NA,0.179176318,0.178596964,1.623803402,NA,1.675754517,1.675166508,3.08068592,NA,3.031139787,3.031700575
2002,3,CA-TP4,42.710161,-80.357376,ENF,0.063968661,NA,0.136461226,0.396706792,0.029493108,NA,0.102010681,0.431341267,0.750445111,NA,0.677361778,1.214874769,0.250154741,NA,0.177434314,0.71227821
2002,4,CA-TP4,42.710161,-80.357376,ENF,1.052674857,NA,0.925604843,1.503450888,0.559306559,NA,0.432856937,1.007881771,0.249770242,NA,0.123709851,0.696964674,0.67767929,NA,0.551080819,1.126782539
2002,5,CA-TP4,42.710161,-80.357376,ENF,2.596581172,NA,1.078235853,1.017316842,2.140652377,NA,0.615199943,0.55399578,1.730082055,NA,0.198229564,0.136768618,1.93793018,NA,0.409317669,0.347986718
2002,6,CA-TP4,42.710161,-80.357376,ENF,2.23860145,NA,0.561269853,0.69290392,2.21692626,NA,0.539222772,0.670886024,1.420225733,NA,0.271147065,0.13841107,1.523736725,NA,0.165860094,0.033263474
2002,7,CA-TP4,42.710161,-80.357376,ENF,0.545943432,0.769813062,0.874727203,0.042097192,0.019992547,0.205150997,0.310662144,0.611379373,1.99E-14,0.225098541,0.330588598,0.591268616,0.288244696,0.512694402,0.617880389,0.30131962
2002,8,CA-TP4,42.710161,-80.357376,ENF,0.738550226,NA,0.908330214,0.760607486,0.977629156,NA,0.665284645,0.517917718,1.378265544,NA,0.258001162,0.11123047,1.300015211,NA,0.337549773,0.190662627
2002,9,CA-TP4,42.710161,-80.357376,ENF,0.870834515,NA,0.637302966,1.473129238,0.860291435,NA,0.626784296,1.462523206,0,NA,0.231515432,0.597095014,0.144270871,NA,0.08757857,0.74222732
2002,10,CA-TP4,42.710161,-80.357376,ENF,0.052266639,NA,1.27307555,0.574761047,0.457774721,NA,0.769264076,0.067386018,0.780704394,NA,0.450278819,0.253855483,1.784198845,NA,0.540958476,1.25210399
2002,11,CA-TP4,42.710161,-80.357376,ENF,0.563051731,NA,0.498524114,0.416823265,0.270089451,NA,0.205371722,0.123430165,0.045029828,NA,0.019833949,0.101960423,0.684786623,NA,0.620338003,0.538737176
2003,3,CA-TP4,42.710161,-80.357376,ENF,0.105005171,NA,0.173318271,0.105005171,0.049760937,NA,0.118111816,0.049760937,1.865536436,NA,1.932645599,1.865536436,1.385221674,NA,1.452659299,1.385221674
2003,4,CA-TP4,42.710161,-80.357376,ENF,0.832387754,NA,0.974249089,1.076838181,1.193725634,NA,0.619385382,0.722342107,1.57780427,NA,0.242188371,0.345535866,2.359295908,NA,0.525301104,0.421158502
2003,5,CA-TP4,42.710161,-80.357376,ENF,2.280692664,NA,0.849583015,0.785794336,2.136410043,NA,0.707319195,0.643620499,1.734565819,NA,0.311097568,0.247649488,1.78181361,NA,0.357684269,0.294206722
2003,6,CA-TP4,42.710161,-80.357376,ENF,0.370647795,NA,0.933390035,0.104304416,0.134864885,NA,1.172259082,0.341211348,1.064526361,NA,0.230429367,0.592882002,1.301000443,NA,0.009139898,0.830483401
2003,7,CA-TP4,42.710161,-80.357376,ENF,0.517558116,NA,0.727236751,0.075071394,0.636498684,NA,0.846425427,0.043167926,1.85E-14,NA,0.208599013,0.589578101,0.023353798,NA,0.185196499,0.61279421
2003,8,CA-TP4,42.710161,-80.357376,ENF,0.395302858,NA,0.665307071,0.128829356,0.360991282,NA,0.699984004,0.094425986,0.871051782,NA,0.184492281,0.605851056,0.837717465,NA,0.218181549,0.572427559
2003,9,CA-TP4,42.710161,-80.357376,ENF,0.15962263,NA,0.974248536,0.210053838,0.323506539,NA,1.139465357,0.374020263,0.654024772,NA,0.153983515,0.604003242,0.998846178,NA,0.19364242,0.948998269
2003,10,CA-TP4,42.710161,-80.357376,ENF,0.563577587,NA,1.113737512,0.42368046,0.214893866,NA,0.763146224,0.075481804,0.10426899,NA,0.442237302,0.243237054,1.089522137,NA,0.548405935,1.227119585
2003,11,CA-TP4,42.710161,-80.357376,ENF,0.774953788,NA,0.713170313,0.553666118,0.425976876,NA,0.364407353,0.20545551,0.176760639,NA,0.115343906,0.043213483,0.699946492,NA,0.638209003,0.478823527
2003,12,CA-TP4,42.710161,-80.357376,ENF,0.122102687,NA,0.166777351,0.547738734,0.057768197,NA,0.102414155,0.61164281,0.636788133,NA,0.68169245,0.03649666,2.071019648,NA,2.116563922,1.388139494
