year,month,site,lat,lon,type,T1_ERROR,T2_ERROR,T3_ERROR,T4_ERROR
2009,1,AU-Stp,-17.1507,133.3502,GRA,1.260831211,2.641634866,0,0.028780904
2009,2,AU-Stp,-17.1507,133.3502,GRA,1.275768158,2.583542402,0,0.045740276
2009,3,AU-Stp,-17.1507,133.3502,GRA,0.955825655,3.868076766,0,0.303671474
2009,4,AU-Stp,-17.1507,133.3502,GRA,1.188178441,3.036771057,0,0.106035596
2009,5,AU-Stp,-17.1507,133.3502,GRA,1.949617713,0.234908037,0,0.317115466
2009,9,AU-Stp,-17.1507,133.3502,GRA,1.253565199,2.757840912,0,0.086870531
2009,10,AU-Stp,-17.1507,133.3502,GRA,1.118539097,3.339641962,0,0.160147365
2010,2,AU-Stp,-17.1507,133.3502,GRA,0.786873315,3.364664542,0,0.195695465
2010,3,AU-Stp,-17.1507,133.3502,GRA,0.85795727,2.848759905,0,0.064260024
2010,4,AU-Stp,-17.1507,133.3502,GRA,0.910315922,2.688523258,0,0.075230589
2010,5,AU-Stp,-17.1507,133.3502,GRA,1.340075524,0.783205775,0,0.234279235
2010,11,AU-Stp,-17.1507,133.3502,GRA,0.770819577,3.298886273,0,0.147589535
2010,12,AU-Stp,-17.1507,133.3502,GRA,0.716680699,3.771855154,0,0.244471143
2010,1,AU-Stp,-17.1507,133.3502,GRA,0.717755704,3.582424439,0,0.205619687
2011,5,AU-Stp,-17.1507,133.3502,GRA,1.836536362,0.69595164,0,0.500456918
2011,6,AU-Stp,-17.1507,133.3502,GRA,2.023050786,0.961536393,0.540192449,0.614418758
2011,7,AU-Stp,-17.1507,133.3502,GRA,1.830718329,0.713128734,0,0.507420432
2011,8,AU-Stp,-17.1507,133.3502,GRA,1.607054692,0.251636657,0,0.398806243
2011,9,AU-Stp,-17.1507,133.3502,GRA,1.175959961,1.083358292,0,0.170357251
2011,11,AU-Stp,-17.1507,133.3502,GRA,0.773701991,2.952354555,0,0.11111864
2011,12,AU-Stp,-17.1507,133.3502,GRA,0.827145452,2.77579215,0,0.06201514
2011,1,AU-Stp,-17.1507,133.3502,GRA,0.771887523,2.962223211,0,0.11294318
2011,2,AU-Stp,-17.1507,133.3502,GRA,0.962134197,1.991932154,0,0.074178499
2011,3,AU-Stp,-17.1507,133.3502,GRA,1.015693301,1.791827015,0,0.065668549
2011,4,AU-Stp,-17.1507,133.3502,GRA,1.258212909,0.763035699,0,0.233438943
2012,1,AU-Stp,-17.1507,133.3502,GRA,0.732170819,4.783167331,0,0.531302612
2012,2,AU-Stp,-17.1507,133.3502,GRA,1.142284888,3.215944655,0,0.137612901
2012,3,AU-Stp,-17.1507,133.3502,GRA,1.30024483,2.469619246,0,0.026519599
2012,4,AU-Stp,-17.1507,133.3502,GRA,1.576365541,1.455875731,0,0.137671655
2012,5,AU-Stp,-17.1507,133.3502,GRA,2.299272054,0.616448711,0,0.490983232
2012,6,AU-Stp,-17.1507,133.3502,GRA,2.39001438,0.920789029,0.57235069,0.591397655
2012,7,AU-Stp,-17.1507,133.3502,GRA,2.371438184,0.862201924,0.597929662,0.560902315
2012,8,AU-Stp,-17.1507,133.3502,GRA,2.15820791,0.348113574,0,0.419773923
2012,12,AU-Stp,-17.1507,133.3502,GRA,0.860588096,4.485724693,0,0.409439105
2013,5,AU-Stp,-17.1507,133.3502,GRA,1.824247295,1.177678493,0,0.192857296
2013,1,AU-Stp,-17.1507,133.3502,GRA,0.786386806,5.277028314,0,0.698142407
2013,2,AU-Stp,-17.1507,133.3502,GRA,1.019250861,4.079150301,0,0.321341815
2013,3,AU-Stp,-17.1507,133.3502,GRA,1.051750836,3.956565399,0,0.325475216
2013,4,AU-Stp,-17.1507,133.3502,GRA,1.403625677,2.644567504,0,0.029272629
2013,12,AU-Stp,-17.1507,133.3502,GRA,1.028278195,4.257668064,0,0.388962018
2014,1,AU-Stp,-17.1507,133.3502,GRA,1.074001234,3.740626869,0,0.27346004
2014,2,AU-Stp,-17.1507,133.3502,GRA,1.449985679,2.322859607,0,0.023087961
2014,3,AU-Stp,-17.1507,133.3502,GRA,1.290088004,2.916323949,0,0.104493328
2014,4,AU-Stp,-17.1507,133.3502,GRA,1.396276756,2.520128424,0,0.034990904
2014,5,AU-Stp,-17.1507,133.3502,GRA,1.868417669,0.850645449,0,0.204817003
2014,6,AU-Stp,-17.1507,133.3502,GRA,2.388924935,0.574401129,0,0.480635578
2014,12,AU-Stp,-17.1507,133.3502,GRA,1.055375703,3.812413529,0,0.290310022
2005,1,AU-Wac,-37.4259,145.1878,EBF,0.381190882,0.984203039,0,0.622811364
2005,2,AU-Wac,-37.4259,145.1878,EBF,0.476528755,0.938981148,0,0.665697495
2005,3,AU-Wac,-37.4259,145.1878,EBF,0.516738891,0.896961111,0.515524462,0.679365032
2005,4,AU-Wac,-37.4259,145.1878,EBF,0.500248214,0.915770142,0.523451403,0.670020983
2005,5,AU-Wac,-37.4259,145.1878,EBF,0.616894071,0.647600515,0.395919411,0.701715679
2005,6,AU-Wac,-37.4259,145.1878,EBF,0.604316773,0.547939475,0.361397688,0.692790548
2005,7,AU-Wac,-37.4259,145.1878,EBF,0.590155667,0.507195686,0.356249635,0.684651086
2005,8,AU-Wac,-37.4259,145.1878,EBF,0.603056652,0.543585378,0.35725319,0.692151473
2005,9,AU-Wac,-37.4259,145.1878,EBF,0.612723808,0.600713043,0.390870674,0.698554572
2005,10,AU-Wac,-37.4259,145.1878,EBF,0.573756801,0.803031126,0.481599933,0.696637405
2005,11,AU-Wac,-37.4259,145.1878,EBF,0.496329905,0.919909753,0.527093596,0.668642676
2005,12,AU-Wac,-37.4259,145.1878,EBF,0.377692145,0.984226657,0,0.616175323
2006,6,AU-Wac,-37.4259,145.1878,EBF,0.611012932,0.425200225,0.331178241,0.664368209
2006,7,AU-Wac,-37.4259,145.1878,EBF,0.617826144,0.432924013,0.339303138,0.666372437
2006,8,AU-Wac,-37.4259,145.1878,EBF,0.680707517,0.527603108,0.348683908,0.687882701
2006,1,AU-Wac,-37.4259,145.1878,EBF,0.398594503,0.952145853,0,0.590972179
2006,2,AU-Wac,-37.4259,145.1878,EBF,0.538001458,0.968895652,0,0.644431629
2006,3,AU-Wac,-37.4259,145.1878,EBF,0.413269213,0.964219893,0,0.598920345
2006,4,AU-Wac,-37.4259,145.1878,EBF,0.696626507,0.780936815,0.496840578,0.698766291
2006,5,AU-Wac,-37.4259,145.1878,EBF,0.687166528,0.541005614,0.388618944,0.691373616
2006,9,AU-Wac,-37.4259,145.1878,EBF,0.716852031,0.687362126,0.397529872,0.70247769
2006,10,AU-Wac,-37.4259,145.1878,EBF,0.692017441,0.798954785,0.428525342,0.693715146
2006,11,AU-Wac,-37.4259,145.1878,EBF,0.628642163,0.897151474,0.501725793,0.675563953
2006,12,AU-Wac,-37.4259,145.1878,EBF,0.559676388,0.95487762,0.511647599,0.655781621
2007,10,AU-Wac,-37.4259,145.1878,EBF,0.840875189,0.78675884,0.43869179,0.698255066
2007,11,AU-Wac,-37.4259,145.1878,EBF,0.691111188,0.963704278,0,0.655272349
2007,12,AU-Wac,-37.4259,145.1878,EBF,0.601821735,0.984009151,0,0.61923337
2007,1,AU-Wac,-37.4259,145.1878,EBF,0.541921938,0.966168583,0,0.595911428
2007,2,AU-Wac,-37.4259,145.1878,EBF,0.433812149,0.8394247,0,0.538778289
2007,3,AU-Wac,-37.4259,145.1878,EBF,0.661212425,0.97579373,0,0.640652249
2007,4,AU-Wac,-37.4259,145.1878,EBF,0.770065245,0.908027627,0,0.676329183
2007,6,AU-Wac,-37.4259,145.1878,EBF,0.643141044,0.387798337,0.298261003,0.650099874
2007,7,AU-Wac,-37.4259,145.1878,EBF,0.618813786,0.368490774,0.288169404,0.643329244
2007,8,AU-Wac,-37.4259,145.1878,EBF,0.806263214,0.567832915,0.384451187,0.693927555
2007,9,AU-Wac,-37.4259,145.1878,EBF,0.82602638,0.605562629,0.381216039,0.697546387
2007,5,AU-Wac,-37.4259,145.1878,EBF,0.84949584,0.755624599,0.50414132,0.700314779
2008,1,AU-Wac,-37.4259,145.1878,EBF,0.407861099,0.961282138,0,0.5852938
2008,6,AU-Wac,-37.4259,145.1878,EBF,0.698884635,0.57974223,0.428060769,0.696478917
2008,7,AU-Wac,-37.4259,145.1878,EBF,0.572106667,0.385128927,0.288557392,0.649828388
2008,8,AU-Wac,-37.4259,145.1878,EBF,0.535491772,0.349623461,0.24989981,0.633341258
2008,9,AU-Wac,-37.4259,145.1878,EBF,0.71209232,0.644255109,0.385682564,0.701431356
2008,10,AU-Wac,-37.4259,145.1878,EBF,0.667904413,0.83203525,0.467494055,0.68994992
2008,11,AU-Wac,-37.4259,145.1878,EBF,0.65492823,0.85304629,0.486534913,0.686487584
2008,12,AU-Wac,-37.4259,145.1878,EBF,0.616508596,0.902247813,0.511861471,0.679278192
2008,3,AU-Wac,-37.4259,145.1878,EBF,0.433596431,0.977264993,0,0.604707332
2008,2,AU-Wac,-37.4259,145.1878,EBF,0.54930688,0.958777643,0,0.653601381
2008,4,AU-Wac,-37.4259,145.1878,EBF,0.692694716,0.787063566,0.497466393,0.695030976
2008,5,AU-Wac,-37.4259,145.1878,EBF,0.709205215,0.613579455,0.438653674,0.699836452
2011,11,AU-Whr,-36.6732,145.0294,EBF,0.717443159,0.787143508,0,0.517082507
2011,12,AU-Whr,-36.6732,145.0294,EBF,0.634790946,0.618754181,0,0.485934355
2011,10,AU-Whr,-36.6732,145.0294,EBF,1.002303796,0.983899408,0,0.625811853
2011,6,AU-Whr,-36.6732,145.0294,EBF,1.170575055,0.77827861,0.480937708,0.695903993
2011,7,AU-Whr,-36.6732,145.0294,EBF,1.152566762,0.730609507,0.462945398,0.699257479
2011,8,AU-Whr,-36.6732,145.0294,EBF,1.176942062,0.841724762,0.479676434,0.691579376
2011,9,AU-Whr,-36.6732,145.0294,EBF,1.129356907,0.931567729,0.513704664,0.67028261
2011,1,AU-Whr,-36.6732,145.0294,EBF,0.508921116,0.176771031,0,0.411469767
2011,2,AU-Whr,-36.6732,145.0294,EBF,0.573560078,0.437425276,0,0.463704458
2011,3,AU-Whr,-36.6732,145.0294,EBF,0.79825436,0.894214993,0,0.564926629
2011,4,AU-Whr,-36.6732,145.0294,EBF,1.048441811,0.97642215,0,0.637336176
2011,5,AU-Whr,-36.6732,145.0294,EBF,1.175970036,0.832183735,0.503489339,0.689160825
2012,1,AU-Whr,-36.6732,145.0294,EBF,0.529246687,0.129947589,0,0.382102679
2012,2,AU-Whr,-36.6732,145.0294,EBF,0.620201534,0.273022021,0,0.42815593
2012,3,AU-Whr,-36.6732,145.0294,EBF,0.904936973,0.886049237,0,0.556212169
2012,4,AU-Whr,-36.6732,145.0294,EBF,1.076002331,0.981054682,0,0.616554403
2012,5,AU-Whr,-36.6732,145.0294,EBF,1.275945439,0.856900664,0.488147942,0.68578372
2012,6,AU-Whr,-36.6732,145.0294,EBF,1.232678168,0.735781481,0.446056906,0.699002921
2012,7,AU-Whr,-36.6732,145.0294,EBF,1.229137506,0.724447618,0.445051109,0.699689232
2012,8,AU-Whr,-36.6732,145.0294,EBF,1.234328659,0.731976035,0.432325406,0.699388488
2012,9,AU-Whr,-36.6732,145.0294,EBF,1.262326528,0.906041737,0.493096074,0.678262509
2012,10,AU-Whr,-36.6732,145.0294,EBF,1.148821258,0.981167019,0,0.630634934
2012,11,AU-Whr,-36.6732,145.0294,EBF,0.826724901,0.789198432,0,0.517641692
2012,12,AU-Whr,-36.6732,145.0294,EBF,0.694652604,0.514476687,0,0.457217924
2013,1,AU-Whr,-36.6732,145.0294,EBF,0.601980741,0.210369939,0,0.371712014
2013,2,AU-Whr,-36.6732,145.0294,EBF,0.569714676,0.400940543,0,0.320519566
2013,3,AU-Whr,-36.6732,145.0294,EBF,0.761279082,0.401776371,0,0.437118868
2013,6,AU-Whr,-36.6732,145.0294,EBF,1.338150533,0.777406929,0.46201911,0.695986128
2013,7,AU-Whr,-36.6732,145.0294,EBF,1.341603561,0.773992772,0.464453362,0.696703958
2013,8,AU-Whr,-36.6732,145.0294,EBF,1.351810714,0.800645293,0.477173787,0.696371137
2013,4,AU-Whr,-36.6732,145.0294,EBF,1.16066915,0.968683955,0,0.602432466
2013,5,AU-Whr,-36.6732,145.0294,EBF,1.372464783,0.889375722,0.509610061,0.681273521
2013,9,AU-Whr,-36.6732,145.0294,EBF,1.313669269,0.970384846,0,0.645671537
2013,10,AU-Whr,-36.6732,145.0294,EBF,1.287920978,0.979130595,0.528090957,0.636614418
2013,11,AU-Whr,-36.6732,145.0294,EBF,1.132628636,0.956864403,0,0.587016285
2013,12,AU-Whr,-36.6732,145.0294,EBF,0.787600856,0.476787396,0,0.459415667
2014,4,AU-Whr,-36.6732,145.0294,EBF,1.241087702,0.981586435,0,0.607316859
2014,5,AU-Whr,-36.6732,145.0294,EBF,1.375104887,0.951677354,0,0.657447449
2014,6,AU-Whr,-36.6732,145.0294,EBF,1.381100992,0.803092023,0.50719546,0.693792934
2014,7,AU-Whr,-36.6732,145.0294,EBF,1.25138331,0.665420043,0.410818256,0.702247807
2014,8,AU-Whr,-36.6732,145.0294,EBF,1.338686713,0.751393906,0.419944099,0.698075481
2014,12,AU-Whr,-36.6732,145.0294,EBF,0.832472763,0.51431777,0,0.466095562
2014,9,AU-Whr,-36.6732,145.0294,EBF,1.399489411,0.887753665,0.484090091,0.681665092
2014,10,AU-Whr,-36.6732,145.0294,EBF,1.24548288,0.981621591,0,0.611577136
2014,11,AU-Whr,-36.6732,145.0294,EBF,1.057174925,0.879528475,0,0.545717209
2014,1,AU-Whr,-36.6732,145.0294,EBF,0.575372523,0.501851438,0,0.307421023
2014,2,AU-Whr,-36.6732,145.0294,EBF,0.629953429,0.206950996,0,0.346286759
2014,3,AU-Whr,-36.6732,145.0294,EBF,0.8796055,0.61910984,0,0.477728708
2010,1,AU-Wom,-37.4222,144.0944,EBF,0.489872827,0.962111668,0,0.585914389
2010,3,AU-Wom,-37.4222,144.0944,EBF,0.550810237,0.983889489,0,0.618462766
2010,2,AU-Wom,-37.4222,144.0944,EBF,0.433411876,0.904203679,0,0.555225128
2010,4,AU-Wom,-37.4222,144.0944,EBF,0.702843416,0.917815292,0,0.674854861
2010,5,AU-Wom,-37.4222,144.0944,EBF,0.804893738,0.71560607,0.470458016,0.702124924
2010,6,AU-Wom,-37.4222,144.0944,EBF,0.729409185,0.503774147,0.350010088,0.68477089
2010,7,AU-Wom,-37.4222,144.0944,EBF,0.707506139,0.475919137,0.357438043,0.678621323
2010,8,AU-Wom,-37.4222,144.0944,EBF,0.647104774,0.411814691,0.292439372,0.659863624
2010,9,AU-Wom,-37.4222,144.0944,EBF,0.743746875,0.523856262,0.349443639,0.687656626
2010,11,AU-Wom,-37.4222,144.0944,EBF,0.705280555,0.91823962,0.528188524,0.669206002
2010,12,AU-Wom,-37.4222,144.0944,EBF,0.64071784,0.963907505,0,0.64811185
2010,10,AU-Wom,-37.4222,144.0944,EBF,0.788940897,0.787818143,0.437295296,0.695433417
2011,9,AU-Wom,-37.4222,144.0944,EBF,0.748369434,0.670738345,0.406858202,0.700332792
2011,10,AU-Wom,-37.4222,144.0944,EBF,0.716093491,0.811860556,0.477102134,0.695638967
2011,11,AU-Wom,-37.4222,144.0944,EBF,0.58126288,0.962717403,0,0.653691814
2011,12,AU-Wom,-37.4222,144.0944,EBF,0.563607621,0.971332695,0,0.647403291
2011,7,AU-Wom,-37.4222,144.0944,EBF,0.655427548,0.45621137,0.331712016,0.673033257
2011,8,AU-Wom,-37.4222,144.0944,EBF,0.743559696,0.631205322,0.424099575,0.700953614
2011,6,AU-Wom,-37.4222,144.0944,EBF,0.716906709,0.553593255,0.396256792,0.693220728
2011,3,AU-Wom,-37.4222,144.0944,EBF,0.623989687,0.93353631,0,0.663628969
2011,4,AU-Wom,-37.4222,144.0944,EBF,0.690373229,0.856516864,0.527033019,0.689137127
2011,2,AU-Wom,-37.4222,144.0944,EBF,0.479052147,0.981248821,0,0.606637527
2011,1,AU-Wom,-37.4222,144.0944,EBF,0.40669818,0.934464602,0,0.574329896
2011,5,AU-Wom,-37.4222,144.0944,EBF,0.730259498,0.583487554,0.412288502,0.697189875
2012,3,AU-Wom,-37.4222,144.0944,EBF,0.595677179,0.945619503,0,0.660352067
2012,2,AU-Wom,-37.4222,144.0944,EBF,0.440948492,0.968976799,0,0.598261201
2012,1,AU-Wom,-37.4222,144.0944,EBF,0.404330188,0.9400918,0,0.58437521
2012,4,AU-Wom,-37.4222,144.0944,EBF,0.656097494,0.89244592,0,0.67681894
2012,5,AU-Wom,-37.4222,144.0944,EBF,0.735805376,0.632972251,0.427202125,0.701048462
2012,6,AU-Wom,-37.4222,144.0944,EBF,0.678168828,0.496038185,0.363171406,0.681984258
2012,7,AU-Wom,-37.4222,144.0944,EBF,0.671672046,0.486300665,0.365400239,0.681041914
2012,8,AU-Wom,-37.4222,144.0944,EBF,0.646362915,0.452200236,0.303664186,0.671458058
2012,9,AU-Wom,-37.4222,144.0944,EBF,0.737550804,0.661689195,0.395545929,0.700119501
2012,10,AU-Wom,-37.4222,144.0944,EBF,0.714036903,0.794943078,0.454273391,0.694699818
2012,11,AU-Wom,-37.4222,144.0944,EBF,0.557522209,0.969966099,0,0.648528419
2012,12,AU-Wom,-37.4222,144.0944,EBF,0.499908485,0.98432744,0,0.62004537
2013,5,AU-Wom,-37.4222,144.0944,EBF,0.870987699,0.724619887,0.473653492,0.699519848
2013,6,AU-Wom,-37.4222,144.0944,EBF,0.834686472,0.592627623,0.415348918,0.696207761
2013,7,AU-Wom,-37.4222,144.0944,EBF,0.821756491,0.56995343,0.409924218,0.69534846
2013,9,AU-Wom,-37.4222,144.0944,EBF,0.864726691,0.779894827,0.478892429,0.698451088
2013,10,AU-Wom,-37.4222,144.0944,EBF,0.865543564,0.768904248,0.430480762,0.699713767
2013,11,AU-Wom,-37.4222,144.0944,EBF,0.82307734,0.870821648,0.492544098,0.6854395
2013,12,AU-Wom,-37.4222,144.0944,EBF,0.62434442,0.984114335,0,0.620135343
2013,1,AU-Wom,-37.4222,144.0944,EBF,0.522136099,0.938192306,0,0.578357519
2013,2,AU-Wom,-37.4222,144.0944,EBF,0.438538971,0.816422421,0,0.532065497
2013,3,AU-Wom,-37.4222,144.0944,EBF,0.54065758,0.953515615,0,0.579933427
2013,4,AU-Wom,-37.4222,144.0944,EBF,0.784781124,0.912624564,0,0.67640782
2013,8,AU-Wom,-37.4222,144.0944,EBF,0.813716069,0.557504407,0.386894373,0.692661271
2014,12,AU-Wom,-37.4222,144.0944,EBF,0.662477088,0.978991423,0,0.634098112
2014,11,AU-Wom,-37.4222,144.0944,EBF,0.736361292,0.942635413,0.502521594,0.661681547
2014,4,AU-Wom,-37.4222,144.0944,EBF,0.80828767,0.874805987,0,0.684599978
2014,5,AU-Wom,-37.4222,144.0944,EBF,0.851752445,0.787063566,0.513842263,0.695030976
2014,6,AU-Wom,-37.4222,144.0944,EBF,0.814320599,0.57060818,0.412281121,0.694247062
2014,7,AU-Wom,-37.4222,144.0944,EBF,0.699039081,0.433268813,0.323311707,0.665970768
2014,8,AU-Wom,-37.4222,144.0944,EBF,0.758743536,0.495101161,0.341201285,0.683428634
2014,9,AU-Wom,-37.4222,144.0944,EBF,0.855923761,0.67466254,0.406594222,0.702404075
2014,10,AU-Wom,-37.4222,144.0944,EBF,0.824348311,0.850605192,0.468791501,0.686016744
2014,3,AU-Wom,-37.4222,144.0944,EBF,0.614817809,0.984163781,0,0.620741354
2014,1,AU-Wom,-37.4222,144.0944,EBF,0.4380511,0.833647945,0,0.545492419
2014,2,AU-Wom,-37.4222,144.0944,EBF,0.448434095,0.850457298,0,0.535770273
2001,9,BE-Bra,51.30761,4.51984,MF,0.777809966,0.933673819,0,0.335280949
2001,10,BE-Bra,51.30761,4.51984,MF,0.722551174,0.968155163,0,0.276890411
2001,11,BE-Bra,51.30761,4.51984,MF,0.830778461,0.56677937,0.402645852,0.56611336
2001,12,BE-Bra,51.30761,4.51984,MF,0.475970866,0.260484022,0.108206962,0.622880462
2001,2,BE-Bra,51.30761,4.51984,MF,0.686500336,0.411112885,0.284271874,0.615792756
2001,3,BE-Bra,51.30761,4.51984,MF,0.760925812,0.480350964,0.349723108,0.601194209
2001,5,BE-Bra,51.30761,4.51984,MF,0.708537007,0.973601257,0,0.255056681
2001,6,BE-Bra,51.30761,4.51984,MF,0.664472425,0.983152297,0,0.225610587
2001,7,BE-Bra,51.30761,4.51984,MF,0.465428852,0.845169012,0,0.032641633
2001,8,BE-Bra,51.30761,4.51984,MF,0.455055295,0.821317063,0,0.005851314
2001,4,BE-Bra,51.30761,4.51984,MF,0.878419843,0.674409446,0.459377705,0.521956355
2002,8,BE-Bra,51.30761,4.51984,MF,0.404237319,0.940304588,0,0.107726872
2002,9,BE-Bra,51.30761,4.51984,MF,0.580653063,0.955538619,0,0.305691142
2002,4,BE-Bra,51.30761,4.51984,MF,0.739398702,0.694522082,0.434834386,0.503690811
2002,6,BE-Bra,51.30761,4.51984,MF,0.494446886,0.98421177,0,0.209590034
2002,7,BE-Bra,51.30761,4.51984,MF,0.452402156,0.975870232,0,0.164116963
2002,3,BE-Bra,51.30761,4.51984,MF,0.715841262,0.565932003,0.374896926,0.569910188
2002,5,BE-Bra,51.30761,4.51984,MF,0.641425156,0.904830962,0.566669279,0.35828239
2002,10,BE-Bra,51.30761,4.51984,MF,0.729824804,0.745888139,0.503062065,0.476752967
2002,11,BE-Bra,51.30761,4.51984,MF,0.729907016,0.607498413,0.450224721,0.552201853
2002,12,BE-Bra,51.30761,4.51984,MF,0.436155705,0.261566065,0.174468636,0.623187477
2002,1,BE-Bra,51.30761,4.51984,MF,0.592683873,0.392619709,0.301130028,0.622250381
2002,2,BE-Bra,51.30761,4.51984,MF,0.718245933,0.571921534,0.410009964,0.562830148
2004,4,BE-Bra,51.30761,4.51984,MF,0.872348405,0.856791044,0.525101764,0.400768595
2004,11,BE-Bra,51.30761,4.51984,MF,0.86961881,0.603473536,0.44311226,0.550457711
2004,10,BE-Bra,51.30761,4.51984,MF,0.839676214,0.902793628,0,0.363458427
2004,3,BE-Bra,51.30761,4.51984,MF,0.846798635,0.567248196,0.362682256,0.56937643
2004,12,BE-Bra,51.30761,4.51984,MF,0.652906983,0.377333536,0.262565694,0.624745946
2004,5,BE-Bra,51.30761,4.51984,MF,0.80228828,0.936536309,0.575411846,0.326256792
2004,7,BE-Bra,51.30761,4.51984,MF,0.584845426,0.95977788,0,0.143733208
2004,9,BE-Bra,51.30761,4.51984,MF,0.60616565,0.970905506,0,0.163122376
2004,8,BE-Bra,51.30761,4.51984,MF,0.460771374,0.793268158,0,0.003045581
2004,2,BE-Bra,51.30761,4.51984,MF,0.754662997,0.462614973,0.351999266,0.605847545
2004,6,BE-Bra,51.30761,4.51984,MF,0.583286858,0.958814103,0,0.142297575
2004,1,BE-Bra,51.30761,4.51984,MF,0.60893267,0.344547901,0.239560382,0.625977105
2005,3,BE-Bra,51.30761,4.51984,MF,0.789271718,0.553903862,0.372175967,0.574704694
2005,4,BE-Bra,51.30761,4.51984,MF,0.802244196,0.849946295,0.536720422,0.409597244
2005,6,BE-Bra,51.30761,4.51984,MF,0.450637687,0.886595164,0,0.071810179
2005,7,BE-Bra,51.30761,4.51984,MF,0.443139139,0.871294649,0,0.049051322
2005,5,BE-Bra,51.30761,4.51984,MF,0.708194489,0.948137325,0.267047898,0.310754538
2005,8,BE-Bra,51.30761,4.51984,MF,0.513815998,0.955203527,0,0.126725795
2005,9,BE-Bra,51.30761,4.51984,MF,0.532839713,0.967298266,0,0.14608343
2005,10,BE-Bra,51.30761,4.51984,MF,0.675319438,0.966477731,0,0.271138888
2005,11,BE-Bra,51.30761,4.51984,MF,0.79973027,0.571944149,0.419637799,0.563991317
2005,12,BE-Bra,51.30761,4.51984,MF,0.810388344,0.591884912,0.455491786,0.559058504
2006,12,BE-Bra,51.30761,4.51984,MF,0.921885417,0.475995603,0.367179509,0.598746823
2006,2,BE-Bra,51.30761,4.51984,MF,0.798213526,0.399787102,0.318770903,0.61811285
2006,3,BE-Bra,51.30761,4.51984,MF,1.064940996,0.579668793,0.396687201,0.565448249
2006,4,BE-Bra,51.30761,4.51984,MF,1.229880365,0.791844503,0.54117115,0.444698675
2006,5,BE-Bra,51.30761,4.51984,MF,1.163397553,0.960911857,0,0.296911221
2006,6,BE-Bra,51.30761,4.51984,MF,1.01212768,0.977507628,0,0.169469264
2006,7,BE-Bra,51.30761,4.51984,MF,0.521852469,0.011558586,0,0.229373355
2006,8,BE-Bra,51.30761,4.51984,MF,1.040311823,0.982490517,0,0.188533949
2006,9,BE-Bra,51.30761,4.51984,MF,0.879971829,0.903081706,0,0.061037361
2006,10,BE-Bra,51.30761,4.51984,MF,1.177726157,0.95120902,0,0.297450063
2006,11,BE-Bra,51.30761,4.51984,MF,1.19025475,0.70774406,0.496411633,0.504493007
2006,1,BE-Bra,51.30761,4.51984,MF,0.752619925,0.374831586,0.269157873,0.622233172
2007,6,BE-Bra,51.30761,4.51984,MF,0.396480848,0.956045326,0,0.12739879
2007,10,BE-Bra,51.30761,4.51984,MF,0.694699772,0.77090106,0.518780319,0.465011687
2007,11,BE-Bra,51.30761,4.51984,MF,0.681133042,0.541304297,0.403582764,0.576179873
2007,1,BE-Bra,51.30761,4.51984,MF,0.692126709,0.568994303,0.44068417,0.565206623
2007,2,BE-Bra,51.30761,4.51984,MF,0.658987138,0.498619189,0.369720707,0.595444429
2007,3,BE-Bra,51.30761,4.51984,MF,0.708028326,0.63892396,0.432905464,0.534067721
2007,4,BE-Bra,51.30761,4.51984,MF,0.56633922,0.946836223,0.549235794,0.312597726
2007,5,BE-Bra,51.30761,4.51984,MF,0.553605042,0.955603264,0,0.290603277
2007,7,BE-Bra,51.30761,4.51984,MF,0.412666411,0.966988462,0,0.134669869
2007,9,BE-Bra,51.30761,4.51984,MF,0.535228028,0.964671676,0,0.290185127
2007,12,BE-Bra,51.30761,4.51984,MF,0.483041857,0.305401756,0.218685303,0.627289521
2007,8,BE-Bra,51.30761,4.51984,MF,0.40122905,0.960044013,0,0.144134836
2008,2,BE-Bra,51.30761,4.51984,MF,0.6849487,0.469232786,0.281116288,0.600212409
2008,5,BE-Bra,51.30761,4.51984,MF,0.515100518,0.982728254,0,0.180180013
2008,6,BE-Bra,51.30761,4.51984,MF,0.509939711,0.982078998,0,0.196442292
2008,7,BE-Bra,51.30761,4.51984,MF,0.41468178,0.912529314,0,0.092116081
2008,8,BE-Bra,51.30761,4.51984,MF,0.434869415,0.937492116,0,0.104631817
2008,12,BE-Bra,51.30761,4.51984,MF,0.383814488,0.218312109,0.09213093,0.610761287
2008,3,BE-Bra,51.30761,4.51984,MF,0.705132381,0.495810337,0.331449891,0.592421148
2008,4,BE-Bra,51.30761,4.51984,MF,0.778184494,0.705379075,0.434568845,0.49769563
2008,9,BE-Bra,51.30761,4.51984,MF,0.639331537,0.946939621,0,0.303707826
2008,10,BE-Bra,51.30761,4.51984,MF,0.767839847,0.769203352,0.504078214,0.466082537
2008,11,BE-Bra,51.30761,4.51984,MF,0.74181149,0.555672426,0.415394337,0.570584799
2009,6,BE-Bra,51.30761,4.51984,MF,0.62934747,0.984205799,0,0.207319555
2009,4,BE-Bra,51.30761,4.51984,MF,0.798387076,0.889179614,0.53065992,0.368529459
2009,5,BE-Bra,51.30761,4.51984,MF,0.708190999,0.960653056,0.569732357,0.288409905
2009,2,BE-Bra,51.30761,4.51984,MF,0.497453437,0.278756056,0.1702492,0.625641335
2009,3,BE-Bra,51.30761,4.51984,MF,0.782088807,0.522515483,0.313837247,0.586492051
